# General
## Title
### Electricity Demand
## Abstract
### CMIP5
## Date
### 2021-05-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MW hours
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1970-01-01-0000
## End date
### 2098-12-31-0000
## Temporal resolution
### 3 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AT,BA,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK
1992-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-02-28,70735311.4,12459835.000000002,85500134.2,39021825.3,65639550.70000001,64454997.5,526856870.0,33901034.800000004,8141747.0,48962600.4,249657430.30000004,84386665.0,492216985.0,17125163.4,40586253.40000001,26158978.1,312664023.69999987,10909934.7,6325797.299999999,7247780.7,3464953.5,8161292.8999999985,112015662.9,130969123.6,150413959.8,49146917.50000001,52911960.90000001,40479032.90000001,139244188.6,13672293.0,28214375.20000001,336738342.8
1993-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-28,71259612.10000001,12587236.0,85925931.80000001,38742986.1,66261060.90000001,64753287.3,528724194.8000001,34077053.10000001,8137471.900000001,48907858.7,250825240.80000004,84057204.5,503074794.4000001,17470349.2,40983354.2,26207803.5,314396352.40000004,10903851.7,6324808.299999999,7243178.8999999985,3491511.1,8148995.600000002,112457939.09999998,132812087.2,150311894.2,49598849.9,52973124.1,41068195.2,139501110.9,13791236.5,28294224.7,340520052.20000005
1994-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-02-28,70135377.39999999,12383256.9,84715740.60000001,39050996.3,64530378.3,64084468.1,522704632.1000001,33589661.5,8141089.3,49494524.7,244540713.0,84118484.39999999,480309293.2,16996988.200000007,40455560.9,26056386.3,309444630.90000004,10884743.3,6317808.7,7221198.1000000015,3429684.9,8107368.099999999,111294534.7,129329355.9,149454503.3,48731930.3,52787588.7,40171701.4,137596956.5,13577366.399999995,28117736.0,336062008.7
1995-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-29,69855044.39999999,12223599.400000002,85214562.9,37605836.7,64238896.40000001,63437634.40000001,522706313.0,33853710.300000004,8139708.6,48623544.8,248158964.90000007,85104560.3,485365973.4000001,16869501.300000004,40231331.3,26218316.300000004,309886528.7,10873745.7,6315478.1000000015,7236632.199999997,3357476.6,7820585.9,111972379.1,131603785.1,149197736.0,49211268.49999999,52074020.7,39271078.1,139118880.8,13508824.500000002,27878564.3,339378125.8
1996-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-02-28,70198159.89999999,12258606.699999996,85462181.4,37741235.50000001,64613604.10000001,63619025.1,523815263.8000001,33770771.7,8220346.3,49001649.8,244747951.50000003,86141427.3,484408917.2000001,16830651.900000002,40214584.6,26340318.8,310064526.70000005,10877110.899999997,6341735.0,7245713.5,3388344.7,7955467.6000000015,111711860.9,132559437.1,149362797.99999997,49006002.2,51644667.6,39358339.8,141387726.6,13544242.699999996,27992797.00000001,338369112.6
1997-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-02-28,69299414.6,12158612.4,84603521.4,37183041.10000001,63285943.9,62120113.7,521790319.3000001,33446919.800000004,7903235.8999999985,48277967.3,245661794.20000005,83366157.80000001,468326390.7000001,16845571.9,40198107.3,26136412.1,310819823.90000004,10784026.7,6314488.800000003,7115433.000000001,3379514.3000000007,7842483.1000000015,111760345.9,129016217.0,148583061.5,49034157.7,51514458.40000001,38737521.8,136387539.29999998,13477669.6,27721898.1,334538096.90000004
1998-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-02-28,71057079.1,12587743.0,86466269.4,39528896.1,65343568.1,65100925.1,532210607.9,34110686.7,8178711.1000000015,51008457.8,251265059.6,84339400.8,501933427.8000001,17790235.1,41384235.4,26530706.20000001,319164243.1,10986058.2,6331291.400000001,7298321.8,3529387.4999999995,8161851.5,113027284.3,129935776.29999998,151496038.8,49554793.90000001,53745857.60000001,41062402.6,139010188.79999998,13916616.3,28499685.0,343389248.6
1999-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-29,70655182.9,12434798.999999998,85830469.19999999,38528748.50000001,64852422.0,64041782.8,526515885.8,33778575.1,8187038.3999999985,49489652.1,247466385.50000003,85182173.69999999,489426781.5,17257411.0,40868775.9,26200630.1,314096790.30000013,10894980.499999998,6334893.4,7244291.800000003,3457681.2,8056847.0,112235646.49999996,132696124.9,150351852.3,49261965.1,52889283.3,40389161.1,140474500.60000002,13686638.3,28193769.0,339404714.2
2000-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-02-28,69897510.6,12299539.2,85466746.10000002,38102834.10000001,64246212.60000001,63175258.2,524563820.7,33450622.1,7845658.0,48915233.1,248039361.9,81217291.10000001,486091470.1,16982981.5,40323623.2,26123427.7,310406650.90000004,10813636.900000002,6345564.5,7128003.9,3382220.8000000007,7853563.999999999,111895417.4,125869622.10000002,148986906.4,49326466.8,52045044.7,39318801.8,133901809.9,13572220.5,27922081.500000004,335511072.3
2001-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-02-28,70506338.7,12415789.8,86056903.39999999,38948341.9,65550864.5,64898536.2,527985843.3,34222527.10000001,8287395.1000000015,50390062.8,242621517.5,85183217.29999998,487450149.8000001,17159330.599999998,40634788.2,26248826.2,310727610.90000004,10946734.8,6330541.7,7290477.2,3449907.499999998,8143519.799999999,112660624.7,132387980.4,150549155.8,48206210.6,52820883.8,40341095.4,140898300.29999995,13654247.599999998,28258311.1,340213582.0
2002-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-28,70421997.0,12270442.199999996,85528903.69999999,37816722.9,64863351.9,63777683.70000001,525496459.1,33752644.8,8113246.1000000015,48814835.2,248026186.3,84376858.0,488697812.4000001,17040421.599999998,40644208.1,26238076.1,311849643.7,10888079.3,6327260.4,7240016.400000001,3375692.0,7864359.6000000015,112014671.2,130780501.5,150233279.60000002,49380889.8,52483129.99999999,39563109.1,139046762.4,13627277.2,28131335.5,340026147.3
2003-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-29,69816703.1,12236210.3,85137820.29999998,37951201.90000001,64178816.70000001,63291911.60000001,522596754.4,33635617.40000001,8182109.6,49212981.7,247959842.50000003,84329231.69999999,484032366.8,16978328.199999996,40295026.5,26023023.000000004,311154697.8,10905547.4,6318960.6,7245909.1000000015,3367875.3000000007,7891747.8,111445689.9,129339017.1,149102248.5,49221341.60000001,52104324.1,39233675.40000001,138548013.5,13591274.7,27879913.300000004,335374692.6
2004-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-28,70476813.89999999,12366364.100000005,85598089.10000001,38355595.3,64842874.39999999,64022151.40000001,525849959.3,33945670.6,8218600.9,49307718.99999999,245089844.5,86277391.7,487880059.2000001,16939844.400000002,40455562.1,26245319.500000004,310559843.3,10930406.6,6347497.3999999985,7271218.0,3417255.9999999995,8052610.0,111795187.50000004,133288492.9,150320402.3,48572002.39999999,52590594.1,39883830.40000001,142437563.4,13632561.700000005,28199483.500000004,338926976.1
2005-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-28,70514392.0,12347428.4,85732598.4,38551795.3,64739542.6,64045595.29999999,527812701.7000001,33933016.4,8140971.6,48126966.4,248624397.40000004,85449066.89999999,488335015.3000001,17096986.8,40773462.1,26082555.0,309845432.6,10941366.9,6344087.3,7262737.999999999,3387982.1,7957239.8,112761209.2,130284284.9,150729200.79999998,49319021.6,53021390.8,40064675.5,139588156.4,13627109.3,28144352.4,338540313.10000014
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,69795192.39999999,12156341.999999998,85660867.80000001,37056823.4,64705142.5,63397622.5,524316119.7000001,33735691.0,7966266.800000003,48587811.4,246791505.0000001,83066783.3,486550081.3,16849212.8,40191976.2,26345172.5,309444112.6,10833944.8,6336214.8,7146856.3,3306596.6,7700077.1,111912038.6,129065117.3,148951358.29999998,49189235.90000001,51595061.90000001,38720273.50000001,136737669.5,13552605.7,27848879.00000001,341002098.6
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,70486214.30000001,12378429.999999998,85693712.80000001,37724269.6,65379063.2,64101081.20000001,524601932.5,33719692.5,8077804.8,49673781.9,249189763.60000005,83128609.90000002,497838834.2000001,17228899.7,40699519.4,26241095.6,314331182.9000001,10857017.6,6335033.2,7205233.2,3434533.4,7972191.199999997,111861265.9,130482536.70000002,149601678.70000002,49121550.6,52209753.70000001,39827138.6,137730807.8,13687147.0,28163391.3,340620221.9
2008-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-28,70399105.10000001,12401144.4,85308622.4,38730147.8,65026825.59999999,63540019.3,526072937.5,33752000.1,8028627.2,49776568.49999999,248173199.70000005,83296635.89999998,487693085.6000001,17124128.900000002,40502541.9,26148819.3,310409287.30000013,10890870.4,6334008.3999999985,7185962.5,3447846.8,8134152.8999999985,112014058.79999998,129899687.90000002,149583662.5,49333214.2,52408848.10000001,39947105.7,138113428.9,13680725.4,28051925.9,337240828.90000004
2009-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-28,69057765.60000001,12146164.499999998,84778346.0,37057540.1,63465573.6,61647532.9,522576582.1,33307070.7,7884434.700000001,49708828.9,250428419.70000005,82863379.89999999,471979447.8000001,17040689.9,40396307.2,25984639.300000004,304907904.5,10768833.1,6304006.299999999,7108812.8,3388638.8,7769886.2,111933801.09999998,127533656.90000002,148356655.10000002,49575356.00000001,51958674.2,38633710.2,135298061.90000004,13538236.3,27679829.70000001,333899876.90000004
2010-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-28,69687035.3,12134086.6,84943968.80000001,36482498.2,63405723.10000001,62949819.09999999,523902917.2,33613401.7,7977131.1,48373106.6,245221136.5,82918186.7,470958181.8,16919696.599999998,40310124.70000001,26122213.4,312169851.4,10821243.6,6321547.800000003,7149086.3999999985,3330473.2,7661941.2,111661486.40000002,130324397.6,149115567.9,48672366.6,51203084.2,38564594.40000001,138646164.79999998,13577190.599999998,27845768.000000004,336281916.40000004
2011-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-29,69676092.8,12185451.5,85284924.4,37027827.3,63898365.2,62575419.99999999,522839177.9,33473234.19999999,7979373.7,49085066.6,245049560.4,83985926.0,478709044.6,16726402.599999998,40074669.3,26151229.2,310387448.0,10793545.9,6321806.200000001,7132180.0,3358366.7000000007,7757595.400000001,111645947.0,129862710.3,148711137.29999998,48683946.3,51481632.0,38948607.2,137680921.8,13501614.799999995,27771582.0,336425955.8
2012-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28,70387442.2,12314587.6,85304712.39999999,38040858.8,64641028.20000001,63775195.3,524620035.3,33635108.1,8064044.0,50312114.2,248064186.1,84375018.79999998,481104275.60000014,17075840.099999998,40550623.3,26143461.3,312833195.5,10851451.7,6343398.199999997,7193673.5,3404693.9,7973440.699999997,111758198.9,129726200.6,149638140.9,49380744.0,52181097.00000001,39586200.5,137667361.0,13618156.6,28098617.8,336598072.10000014
2013-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
